Customer_ID,Age,Gender,Item_Purchased,Category,Purchase_Amount_USD,Location,Size,Color,Season,Review_Rating,Subscription_Status,Payment_Method,Shipping_Type,Discount_Applied,Promo_Code_Used,Previous_Purchases,Preferred_Payment_Method,Frequency_of_Purchases,Review_Rating_Categories
1151,29,Male,Jewelry,Accessories,36,Kentucky,S,Red,Winter,2.700000047683716,No,Debit Card,Next Day Air,Yes,Yes,50,Venmo,Bi-Weekly,Bad
1152,41,Male,Blouse,Clothing,86,Ohio,M,Gray,Spring,4.199999809265137,No,Bank Transfer,Express,Yes,Yes,24,Credit Card,Weekly,Good
1153,62,Male,Handbag,Accessories,49,Connecticut,M,Gold,Fall,4.0,No,Cash,Standard,Yes,Yes,8,PayPal,Every 3 Months,Good
1154,27,Male,Shirt,Clothing,41,Idaho,M,Pink,Summer,4.0,No,PayPal,Free Shipping,Yes,Yes,6,Bank Transfer,Quarterly,Good
1155,49,Male,Dress,Clothing,82,Georgia,L,Cyan,Spring,2.9000000953674316,No,Venmo,2-Day Shipping,Yes,Yes,44,Credit Card,Bi-Weekly,Bad
1156,67,Male,T-shirt,Clothing,53,Tennessee,S,Red,Fall,2.5999999046325684,No,Debit Card,Express,Yes,Yes,47,PayPal,Quarterly,Bad
1157,20,Male,Shoes,Footwear,21,Hawaii,M,Gold,Summer,4.800000190734863,No,PayPal,Express,Yes,Yes,6,Venmo,Every 3 Months,Very_Good
1158,37,Male,Belt,Accessories,66,Maryland,M,Charcoal,Fall,4.400000095367432,No,Credit Card,Standard,Yes,Yes,11,Cash,Quarterly,Good
1159,69,Male,Belt,Accessories,89,Nevada,L,Orange,Summer,4.0,No,Venmo,2-Day Shipping,Yes,Yes,41,Bank Transfer,Annually,Good
1160,66,Male,Handbag,Accessories,55,New Hampshire,L,Blue,Fall,3.5999999046325684,No,Debit Card,2-Day Shipping,Yes,Yes,46,Venmo,Every 3 Months,Good
1161,37,Male,Scarf,Accessories,42,North Dakota,S,Blue,Summer,3.200000047683716,No,Cash,Next Day Air,Yes,Yes,9,Venmo,Bi-Weekly,Good
1162,63,Male,Shorts,Clothing,52,Oklahoma,S,Orange,Fall,3.0999999046325684,No,Bank Transfer,2-Day Shipping,Yes,Yes,37,PayPal,Monthly,Bad
1163,47,Male,Sandals,Footwear,92,North Carolina,M,Blue,Winter,4.199999809265137,No,Venmo,Express,Yes,Yes,13,PayPal,Weekly,Good
1164,26,Male,Pants,Clothing,56,Tennessee,L,White,Summer,3.0,No,Credit Card,2-Day Shipping,Yes,Yes,24,Debit Card,Monthly,Bad
1165,68,Male,Dress,Clothing,96,Montana,M,Green,Winter,4.199999809265137,No,Credit Card,Standard,Yes,Yes,47,PayPal,Quarterly,Good
1166,51,Male,T-shirt,Clothing,64,Wisconsin,M,Silver,Winter,2.9000000953674316,No,Cash,Next Day Air,Yes,Yes,21,Venmo,Every 3 Months,Bad
1167,48,Male,Dress,Clothing,48,Connecticut,S,Lavender,Winter,3.700000047683716,No,Cash,Store Pickup,Yes,Yes,22,Venmo,Fortnightly,Good
1168,60,Male,Socks,Clothing,83,New Jersey,XL,Beige,Summer,3.5999999046325684,No,PayPal,Free Shipping,Yes,Yes,16,PayPal,Quarterly,Good
1169,68,Male,Scarf,Accessories,91,Mississippi,L,Violet,Summer,3.5999999046325684,No,PayPal,Standard,Yes,Yes,37,Debit Card,Fortnightly,Good
1170,25,Male,Backpack,Accessories,94,Wyoming,S,Gray,Fall,4.5,No,Venmo,2-Day Shipping,Yes,Yes,3,Cash,Annually,Very_Good
1171,57,Male,Skirt,Clothing,62,Illinois,S,Red,Spring,3.200000047683716,No,Bank Transfer,Express,Yes,Yes,33,Cash,Bi-Weekly,Good
1172,41,Male,Socks,Clothing,55,Louisiana,M,Lavender,Spring,3.9000000953674316,No,Bank Transfer,Next Day Air,Yes,Yes,15,Debit Card,Annually,Good
1173,59,Male,Coat,Outerwear,68,Oregon,L,Peach,Spring,4.599999904632568,No,Credit Card,Store Pickup,Yes,Yes,42,Bank Transfer,Bi-Weekly,Very_Good
1175,42,Male,Backpack,Accessories,31,Michigan,M,Black,Winter,4.300000190734863,No,Cash,Express,Yes,Yes,19,Bank Transfer,Bi-Weekly,Good
1176,35,Male,Belt,Accessories,81,New Jersey,M,Beige,Spring,4.099999904632568,No,Credit Card,Store Pickup,Yes,Yes,26,PayPal,Quarterly,Good
1177,36,Male,Dress,Clothing,83,Oregon,M,Red,Winter,4.599999904632568,No,Credit Card,Free Shipping,Yes,Yes,39,PayPal,Quarterly,Very_Good
1178,54,Male,Skirt,Clothing,21,Iowa,M,Black,Spring,4.800000190734863,No,Cash,Standard,Yes,Yes,24,Debit Card,Monthly,Very_Good
1179,37,Male,Dress,Clothing,22,South Carolina,M,Teal,Spring,4.900000095367432,No,Credit Card,Express,Yes,Yes,23,Debit Card,Annually,Very_Good
1180,20,Male,T-shirt,Clothing,33,Indiana,M,Blue,Summer,2.799999952316284,No,Debit Card,Free Shipping,Yes,Yes,44,Bank Transfer,Annually,Bad
1181,23,Male,Skirt,Clothing,23,Oregon,S,Beige,Spring,4.900000095367432,No,Cash,Standard,Yes,Yes,34,Cash,Monthly,Very_Good
1182,61,Male,Shorts,Clothing,96,New York,L,Teal,Summer,3.5,No,Cash,Free Shipping,Yes,Yes,43,Bank Transfer,Quarterly,Good
1183,37,Male,Jewelry,Accessories,21,New Mexico,M,Maroon,Spring,3.799999952316284,No,Debit Card,Express,Yes,Yes,45,PayPal,Quarterly,Good
1184,23,Male,Pants,Clothing,39,Louisiana,M,Yellow,Spring,4.5,No,PayPal,2-Day Shipping,Yes,Yes,4,Credit Card,Weekly,Very_Good
1185,63,Male,Belt,Accessories,73,South Carolina,S,Indigo,Fall,3.4000000953674316,No,Bank Transfer,Express,Yes,Yes,19,Credit Card,Annually,Good
1186,47,Male,Jeans,Clothing,64,Maine,M,Magenta,Spring,3.9000000953674316,No,Debit Card,Standard,Yes,Yes,29,Credit Card,Monthly,Good
1187,63,Male,Jeans,Clothing,68,Indiana,M,Beige,Summer,4.099999904632568,No,Cash,2-Day Shipping,Yes,Yes,27,Credit Card,Annually,Good
1188,56,Male,Hat,Accessories,89,Iowa,L,Maroon,Fall,3.0,No,Cash,Express,Yes,Yes,37,Credit Card,Every 3 Months,Bad
1189,68,Male,Blouse,Clothing,29,Mississippi,M,Magenta,Summer,3.299999952316284,No,Credit Card,Next Day Air,Yes,Yes,11,Credit Card,Weekly,Good
1190,64,Male,Shirt,Clothing,97,Arkansas,XL,Teal,Summer,4.900000095367432,No,Venmo,Free Shipping,Yes,Yes,28,Debit Card,Annually,Very_Good
1191,62,Male,Shirt,Clothing,45,South Carolina,M,Orange,Winter,4.300000190734863,No,Bank Transfer,Next Day Air,Yes,Yes,31,Credit Card,Weekly,Good
1192,34,Male,T-shirt,Clothing,70,Indiana,L,Charcoal,Winter,4.099999904632568,No,Debit Card,Free Shipping,Yes,Yes,50,Venmo,Quarterly,Good
1193,49,Male,Coat,Outerwear,56,Florida,M,Turquoise,Summer,4.0,No,PayPal,2-Day Shipping,Yes,Yes,42,Venmo,Quarterly,Good
1194,40,Male,Jacket,Outerwear,55,Alaska,L,Pink,Fall,5.0,No,Venmo,2-Day Shipping,Yes,Yes,18,Credit Card,Fortnightly,Very_Good
1195,50,Male,Hoodie,Clothing,46,New York,S,Teal,Winter,3.0999999046325684,No,Debit Card,2-Day Shipping,Yes,Yes,6,Credit Card,Fortnightly,Bad
1196,25,Male,Scarf,Accessories,95,Texas,M,White,Winter,4.0,No,Cash,2-Day Shipping,Yes,Yes,33,Venmo,Monthly,Good
1197,30,Male,Belt,Accessories,88,North Dakota,M,Maroon,Winter,3.200000047683716,No,PayPal,2-Day Shipping,Yes,Yes,13,Bank Transfer,Bi-Weekly,Good
1198,54,Male,Sneakers,Footwear,92,Vermont,L,Violet,Fall,3.9000000953674316,No,Debit Card,Standard,Yes,Yes,26,PayPal,Annually,Good
1199,40,Male,Socks,Clothing,49,New Jersey,M,Brown,Summer,3.9000000953674316,No,Bank Transfer,2-Day Shipping,Yes,Yes,17,Cash,Annually,Good
1200,49,Male,Sandals,Footwear,89,Maryland,M,Indigo,Fall,4.5,No,Credit Card,Free Shipping,Yes,Yes,3,Debit Card,Weekly,Very_Good
1201,27,Male,Coat,Outerwear,22,Connecticut,XL,Black,Winter,4.400000095367432,No,Bank Transfer,Store Pickup,Yes,Yes,7,PayPal,Weekly,Good
1202,27,Male,Shoes,Footwear,61,Illinois,XL,Black,Summer,3.0999999046325684,No,Cash,2-Day Shipping,Yes,Yes,46,Venmo,Fortnightly,Bad
1203,48,Male,Scarf,Accessories,29,Maryland,S,Olive,Spring,2.9000000953674316,No,Bank Transfer,Standard,Yes,Yes,14,Venmo,Every 3 Months,Bad
1204,40,Male,Sneakers,Footwear,82,Minnesota,M,Orange,Winter,3.700000047683716,No,Bank Transfer,Free Shipping,Yes,Yes,23,Bank Transfer,Annually,Good
1205,67,Male,Belt,Accessories,94,Florida,M,Pink,Spring,3.200000047683716,No,Bank Transfer,2-Day Shipping,Yes,Yes,20,Credit Card,Every 3 Months,Good
1206,52,Male,Handbag,Accessories,99,California,M,Olive,Spring,3.5,No,Credit Card,Standard,Yes,Yes,38,Bank Transfer,Fortnightly,Good
1207,22,Male,Handbag,Accessories,59,Mississippi,S,Cyan,Fall,3.0,No,Cash,Free Shipping,Yes,Yes,16,Venmo,Every 3 Months,Bad
1208,62,Male,Boots,Footwear,90,Washington,M,White,Summer,4.099999904632568,No,Venmo,Next Day Air,Yes,Yes,48,Credit Card,Every 3 Months,Good
1209,20,Male,Boots,Footwear,100,Wisconsin,S,Red,Winter,2.9000000953674316,No,Cash,2-Day Shipping,Yes,Yes,8,Debit Card,Annually,Bad
1210,41,Male,Pants,Clothing,62,Pennsylvania,M,Blue,Winter,3.799999952316284,No,PayPal,Next Day Air,Yes,Yes,16,Bank Transfer,Monthly,Good
1211,34,Male,Sunglasses,Accessories,78,Missouri,M,Olive,Fall,4.099999904632568,No,PayPal,Next Day Air,Yes,Yes,5,Cash,Quarterly,Good
1212,23,Male,Hoodie,Clothing,94,Oklahoma,M,Green,Spring,4.599999904632568,No,Venmo,Store Pickup,Yes,Yes,14,Venmo,Every 3 Months,Very_Good
1214,68,Male,Handbag,Accessories,52,Kentucky,XL,Black,Spring,3.700000047683716,No,Cash,Express,Yes,Yes,14,Debit Card,Every 3 Months,Good
1215,30,Male,Jacket,Outerwear,81,Vermont,M,Blue,Fall,3.799999952316284,No,Cash,Free Shipping,Yes,Yes,5,Cash,Every 3 Months,Good
1216,66,Male,Blouse,Clothing,20,Oregon,L,Pink,Winter,2.5999999046325684,No,Cash,2-Day Shipping,Yes,Yes,15,Credit Card,Every 3 Months,Bad
1217,62,Male,Pants,Clothing,32,Utah,XL,Lavender,Summer,3.700000047683716,No,PayPal,Free Shipping,Yes,Yes,3,Venmo,Every 3 Months,Good
1218,50,Male,Boots,Footwear,63,Nebraska,XL,Cyan,Fall,2.5999999046325684,No,Debit Card,Free Shipping,Yes,Yes,12,Cash,Every 3 Months,Bad
1219,55,Male,Boots,Footwear,79,Pennsylvania,M,Cyan,Spring,3.0999999046325684,No,Venmo,Store Pickup,Yes,Yes,43,Cash,Every 3 Months,Bad
1221,67,Male,Gloves,Accessories,64,Kentucky,M,Green,Winter,4.900000095367432,No,Bank Transfer,Express,Yes,Yes,36,Bank Transfer,Quarterly,Very_Good
1222,18,Male,Socks,Clothing,69,Iowa,M,Red,Winter,4.5,No,Bank Transfer,Standard,Yes,Yes,3,Cash,Quarterly,Very_Good
1223,58,Male,Jeans,Clothing,69,Indiana,L,Magenta,Fall,3.4000000953674316,No,Bank Transfer,Store Pickup,Yes,Yes,27,Bank Transfer,Annually,Good
1224,69,Male,Pants,Clothing,24,Kansas,L,Red,Winter,3.9000000953674316,No,Credit Card,Free Shipping,Yes,Yes,21,Bank Transfer,Weekly,Good
1225,62,Male,Shorts,Clothing,50,Illinois,M,Yellow,Summer,3.700000047683716,No,Bank Transfer,Store Pickup,Yes,Yes,18,Venmo,Weekly,Good
1226,28,Male,Gloves,Accessories,97,North Carolina,S,Turquoise,Fall,2.5999999046325684,No,Credit Card,Free Shipping,Yes,Yes,16,Debit Card,Weekly,Bad
1227,53,Male,Sandals,Footwear,91,Ohio,S,Cyan,Fall,3.4000000953674316,No,PayPal,Store Pickup,Yes,Yes,18,Venmo,Bi-Weekly,Good
1228,27,Male,Blouse,Clothing,37,Illinois,L,Yellow,Spring,4.900000095367432,No,Venmo,Store Pickup,Yes,Yes,19,Bank Transfer,Bi-Weekly,Very_Good
1229,55,Male,Jacket,Outerwear,55,Indiana,S,Yellow,Winter,3.9000000953674316,No,Venmo,Express,Yes,Yes,1,Cash,Annually,Good
1230,34,Male,Jewelry,Accessories,52,Kansas,XL,Maroon,Winter,3.5999999046325684,No,Venmo,Express,Yes,Yes,39,Bank Transfer,Annually,Good
1231,25,Male,Hat,Accessories,80,Illinois,L,Brown,Spring,4.599999904632568,No,Debit Card,Standard,Yes,Yes,49,Venmo,Monthly,Very_Good
1232,66,Male,Socks,Clothing,79,Pennsylvania,M,Gold,Spring,4.0,No,Credit Card,2-Day Shipping,Yes,Yes,43,Credit Card,Fortnightly,Good
1233,57,Male,Handbag,Accessories,23,New York,M,Charcoal,Summer,3.5999999046325684,No,Cash,Free Shipping,Yes,Yes,31,Debit Card,Every 3 Months,Good
1234,46,Male,Pants,Clothing,73,Utah,L,Beige,Winter,3.5,No,Cash,Next Day Air,Yes,Yes,40,Venmo,Every 3 Months,Good
1235,38,Male,Gloves,Accessories,99,New Jersey,M,Indigo,Fall,4.099999904632568,No,Cash,Store Pickup,Yes,Yes,2,Bank Transfer,Bi-Weekly,Good
1236,23,Male,Sweater,Clothing,22,Idaho,M,Red,Spring,3.0,No,Bank Transfer,Store Pickup,Yes,Yes,46,PayPal,Every 3 Months,Bad
1237,42,Male,Hat,Accessories,68,New Mexico,M,White,Summer,4.400000095367432,No,PayPal,Store Pickup,Yes,Yes,35,Debit Card,Every 3 Months,Good
1238,25,Male,Dress,Clothing,92,Michigan,S,Charcoal,Spring,4.400000095367432,No,Credit Card,2-Day Shipping,Yes,Yes,42,Credit Card,Quarterly,Good
1239,55,Male,Pants,Clothing,77,Wyoming,M,Violet,Winter,3.700000047683716,No,PayPal,Express,Yes,Yes,3,Venmo,Fortnightly,Good
1240,62,Male,Coat,Outerwear,37,New Jersey,XL,Magenta,Spring,4.800000190734863,No,PayPal,Standard,Yes,Yes,32,Debit Card,Every 3 Months,Very_Good
1241,41,Male,Scarf,Accessories,79,New Jersey,L,White,Winter,2.9000000953674316,No,Debit Card,Store Pickup,Yes,Yes,48,Debit Card,Annually,Bad
1242,58,Male,Hoodie,Clothing,51,Hawaii,XL,Pink,Winter,3.0999999046325684,No,Cash,Express,Yes,Yes,34,Credit Card,Weekly,Bad
1243,56,Male,Socks,Clothing,27,Nevada,M,Lavender,Summer,4.0,No,Bank Transfer,Next Day Air,Yes,Yes,15,Bank Transfer,Quarterly,Good
1244,25,Male,Blouse,Clothing,23,New Hampshire,S,Pink,Spring,3.0,No,PayPal,Store Pickup,Yes,Yes,22,Debit Card,Annually,Bad
1245,70,Male,Socks,Clothing,76,Indiana,S,Silver,Summer,3.9000000953674316,No,Cash,2-Day Shipping,Yes,Yes,2,Cash,Monthly,Good
1246,42,Male,Dress,Clothing,31,New York,M,Violet,Fall,3.4000000953674316,No,Bank Transfer,Standard,Yes,Yes,30,Bank Transfer,Weekly,Good
1247,27,Male,Hoodie,Clothing,60,Louisiana,M,Charcoal,Winter,2.700000047683716,No,Credit Card,Standard,Yes,Yes,27,Cash,Monthly,Bad
1248,65,Male,T-shirt,Clothing,99,Virginia,M,Charcoal,Spring,3.5,No,Bank Transfer,Express,Yes,Yes,18,Venmo,Bi-Weekly,Good
1249,62,Male,Hat,Accessories,37,Wisconsin,XL,Red,Winter,3.0,No,Credit Card,Free Shipping,Yes,Yes,8,Credit Card,Annually,Bad
1250,62,Male,Boots,Footwear,50,Oregon,M,Peach,Winter,4.5,No,PayPal,Express,Yes,Yes,48,Venmo,Fortnightly,Very_Good
1251,52,Male,Jeans,Clothing,26,New Hampshire,XL,Purple,Winter,4.099999904632568,No,Cash,Free Shipping,Yes,Yes,24,Cash,Monthly,Good
1252,56,Male,Shorts,Clothing,86,Indiana,XL,Orange,Spring,5.0,No,Debit Card,Next Day Air,Yes,Yes,43,Credit Card,Monthly,Very_Good
1253,28,Male,Sandals,Footwear,41,Massachusetts,L,Magenta,Fall,4.0,No,Venmo,Standard,Yes,Yes,8,Cash,Quarterly,Good
1254,39,Male,Sandals,Footwear,23,Montana,XL,Red,Winter,4.900000095367432,No,Venmo,Express,Yes,Yes,49,PayPal,Annually,Very_Good
1255,54,Male,Sneakers,Footwear,56,California,XL,Black,Spring,3.299999952316284,No,Cash,2-Day Shipping,Yes,Yes,2,Credit Card,Bi-Weekly,Good
1256,30,Male,Hat,Accessories,68,Indiana,M,Peach,Fall,4.099999904632568,No,Credit Card,Standard,Yes,Yes,38,Cash,Fortnightly,Good
1257,45,Male,Coat,Outerwear,48,West Virginia,S,Olive,Winter,3.5999999046325684,No,Cash,Express,Yes,Yes,4,Cash,Fortnightly,Good
1258,68,Male,Dress,Clothing,67,Minnesota,L,Gold,Spring,3.0,No,Cash,Free Shipping,Yes,Yes,31,Cash,Every 3 Months,Bad
1259,47,Male,Boots,Footwear,87,Ohio,XL,Gold,Spring,4.099999904632568,No,Debit Card,2-Day Shipping,Yes,Yes,34,Debit Card,Every 3 Months,Good
1260,68,Male,Skirt,Clothing,64,Minnesota,M,Turquoise,Fall,3.9000000953674316,No,Bank Transfer,Standard,Yes,Yes,45,Credit Card,Monthly,Good
1261,63,Male,Shirt,Clothing,93,Virginia,XL,Green,Spring,4.099999904632568,No,Venmo,Store Pickup,Yes,Yes,30,Debit Card,Quarterly,Good
1262,20,Male,Shirt,Clothing,29,Connecticut,L,Maroon,Summer,2.799999952316284,No,Venmo,Next Day Air,Yes,Yes,2,Credit Card,Fortnightly,Bad
1263,29,Male,Boots,Footwear,62,Tennessee,L,Brown,Winter,4.800000190734863,No,Debit Card,Store Pickup,Yes,Yes,44,Venmo,Monthly,Very_Good
1264,41,Male,Hoodie,Clothing,70,Delaware,L,Brown,Winter,4.599999904632568,No,Bank Transfer,2-Day Shipping,Yes,Yes,1,Credit Card,Bi-Weekly,Very_Good
1266,32,Male,Shirt,Clothing,79,Louisiana,M,Lavender,Spring,2.700000047683716,No,Bank Transfer,Next Day Air,Yes,Yes,27,Bank Transfer,Weekly,Bad
1267,20,Male,Blouse,Clothing,31,North Dakota,M,Peach,Fall,4.0,No,Cash,Standard,Yes,Yes,14,Debit Card,Every 3 Months,Good
1268,47,Male,T-shirt,Clothing,83,Oregon,S,Gray,Spring,2.700000047683716,No,Credit Card,Standard,Yes,Yes,41,Cash,Weekly,Bad
1269,23,Male,Jacket,Outerwear,88,Idaho,XL,Charcoal,Winter,2.9000000953674316,No,Venmo,Next Day Air,Yes,Yes,25,Debit Card,Bi-Weekly,Bad
1270,43,Male,Jewelry,Accessories,53,Vermont,M,Lavender,Spring,3.0,No,PayPal,Standard,Yes,Yes,47,PayPal,Quarterly,Bad
1271,67,Male,Hoodie,Clothing,98,West Virginia,M,Green,Fall,3.299999952316284,No,Cash,Standard,Yes,Yes,20,Cash,Annually,Good
1272,70,Male,Jewelry,Accessories,57,Kentucky,S,Gray,Spring,4.300000190734863,No,Cash,Store Pickup,Yes,Yes,42,PayPal,Annually,Good
1273,35,Male,Sandals,Footwear,80,Wisconsin,M,Orange,Winter,4.400000095367432,No,Debit Card,Express,Yes,Yes,16,Bank Transfer,Monthly,Good
1274,41,Male,Jeans,Clothing,29,Mississippi,L,Silver,Spring,4.099999904632568,No,Cash,Next Day Air,Yes,Yes,32,Credit Card,Every 3 Months,Good
1275,54,Male,Hat,Accessories,73,Missouri,M,Olive,Spring,3.0999999046325684,No,Cash,2-Day Shipping,Yes,Yes,37,PayPal,Quarterly,Bad
1276,55,Male,Sweater,Clothing,32,Arkansas,S,Turquoise,Fall,4.5,No,PayPal,Standard,Yes,Yes,1,PayPal,Monthly,Very_Good
1277,51,Male,Boots,Footwear,68,Wyoming,L,Turquoise,Spring,4.800000190734863,No,PayPal,Next Day Air,Yes,Yes,37,Bank Transfer,Weekly,Very_Good
1278,19,Male,Blouse,Clothing,97,Rhode Island,L,Green,Spring,5.0,No,Debit Card,Express,Yes,Yes,5,Venmo,Quarterly,Very_Good
1279,28,Male,Shorts,Clothing,98,Utah,M,Violet,Fall,2.799999952316284,No,Credit Card,Next Day Air,Yes,Yes,31,Venmo,Fortnightly,Bad
1280,63,Male,Hoodie,Clothing,56,Maryland,L,Charcoal,Fall,3.700000047683716,No,PayPal,Express,Yes,Yes,18,Debit Card,Annually,Good
1281,30,Male,Pants,Clothing,78,Georgia,L,White,Winter,4.400000095367432,No,PayPal,2-Day Shipping,Yes,Yes,39,Venmo,Every 3 Months,Good
1282,29,Male,Belt,Accessories,81,New Jersey,M,Olive,Spring,4.5,No,Cash,Store Pickup,Yes,Yes,8,Venmo,Bi-Weekly,Very_Good
1283,24,Male,Shirt,Clothing,68,New Hampshire,L,Violet,Winter,3.0,No,Debit Card,Free Shipping,Yes,Yes,20,Venmo,Monthly,Bad
1284,69,Male,Shirt,Clothing,94,Oregon,M,Violet,Winter,3.9000000953674316,No,Credit Card,2-Day Shipping,Yes,Yes,23,Debit Card,Every 3 Months,Good
1285,65,Male,Dress,Clothing,93,Arkansas,M,Black,Spring,3.9000000953674316,No,Bank Transfer,Express,Yes,Yes,38,PayPal,Fortnightly,Good
1286,64,Male,Gloves,Accessories,99,North Carolina,M,Charcoal,Fall,3.5,No,Venmo,Next Day Air,Yes,Yes,45,Bank Transfer,Fortnightly,Good
1287,40,Male,Gloves,Accessories,49,West Virginia,L,Yellow,Winter,4.900000095367432,No,Bank Transfer,Next Day Air,Yes,Yes,44,Debit Card,Fortnightly,Very_Good
1288,24,Male,Jeans,Clothing,28,Utah,XL,Blue,Winter,3.4000000953674316,No,Venmo,Standard,Yes,Yes,20,PayPal,Monthly,Good
1289,66,Male,Belt,Accessories,93,South Dakota,XL,Charcoal,Winter,4.099999904632568,No,Venmo,Standard,Yes,Yes,34,PayPal,Bi-Weekly,Good
1290,35,Male,Jacket,Outerwear,24,New Hampshire,M,Red,Fall,2.9000000953674316,No,Debit Card,Next Day Air,Yes,Yes,10,PayPal,Weekly,Bad
1291,67,Male,Skirt,Clothing,35,Maryland,M,Indigo,Spring,3.4000000953674316,No,Cash,Free Shipping,Yes,Yes,3,PayPal,Annually,Good
1292,69,Male,Sandals,Footwear,68,South Dakota,S,Beige,Spring,3.200000047683716,No,Venmo,2-Day Shipping,Yes,Yes,23,Debit Card,Fortnightly,Good
1293,26,Male,Belt,Accessories,61,Kentucky,M,Maroon,Summer,3.9000000953674316,No,Debit Card,Free Shipping,Yes,Yes,42,Bank Transfer,Annually,Good
1294,23,Male,Sweater,Clothing,74,Florida,XL,Yellow,Fall,4.099999904632568,No,Bank Transfer,Standard,Yes,Yes,30,Debit Card,Annually,Good
1295,27,Male,Shirt,Clothing,64,Texas,M,Silver,Summer,4.5,No,Credit Card,Standard,Yes,Yes,21,Cash,Every 3 Months,Very_Good
1296,30,Male,Sneakers,Footwear,60,New Mexico,M,Olive,Fall,2.799999952316284,No,PayPal,Standard,Yes,Yes,50,PayPal,Weekly,Bad
1297,48,Male,Jeans,Clothing,29,South Dakota,S,Teal,Spring,2.799999952316284,No,PayPal,Express,Yes,Yes,16,Cash,Bi-Weekly,Bad
1298,44,Male,Sandals,Footwear,85,New Jersey,M,Silver,Summer,4.599999904632568,No,Debit Card,Standard,Yes,Yes,32,Venmo,Annually,Very_Good
1299,29,Male,Pants,Clothing,81,Indiana,S,Indigo,Summer,3.0,No,Cash,Free Shipping,Yes,Yes,14,Bank Transfer,Fortnightly,Bad
1300,29,Male,Belt,Accessories,23,Louisiana,L,Teal,Fall,3.5999999046325684,No,Bank Transfer,2-Day Shipping,Yes,Yes,42,Venmo,Bi-Weekly,Good
1301,67,Male,T-shirt,Clothing,100,West Virginia,M,Charcoal,Spring,4.5,No,Cash,Next Day Air,Yes,Yes,47,Credit Card,Every 3 Months,Very_Good
1302,42,Male,Shirt,Clothing,54,Maine,M,Orange,Fall,5.0,No,Venmo,Express,Yes,Yes,21,Debit Card,Weekly,Very_Good
1303,23,Male,Sneakers,Footwear,25,Idaho,M,Gold,Fall,2.9000000953674316,No,Bank Transfer,Next Day Air,Yes,Yes,37,Credit Card,Monthly,Bad
1304,34,Male,Blouse,Clothing,32,New York,L,Silver,Summer,3.0999999046325684,No,Venmo,Next Day Air,Yes,Yes,10,Credit Card,Annually,Bad
1305,64,Male,Backpack,Accessories,63,Montana,S,Orange,Spring,4.0,No,Bank Transfer,2-Day Shipping,Yes,Yes,18,PayPal,Every 3 Months,Good
1306,31,Male,Pants,Clothing,56,Mississippi,XL,Peach,Spring,4.5,No,Venmo,Express,Yes,Yes,2,PayPal,Every 3 Months,Very_Good
1307,54,Male,Sweater,Clothing,33,Alaska,L,Brown,Winter,4.5,No,Cash,Next Day Air,Yes,Yes,40,PayPal,Annually,Very_Good
1308,23,Male,Coat,Outerwear,32,Missouri,L,Black,Summer,3.0999999046325684,No,PayPal,Express,Yes,Yes,43,PayPal,Annually,Bad
1309,59,Male,Dress,Clothing,38,Rhode Island,L,Red,Summer,4.400000095367432,No,Credit Card,Next Day Air,Yes,Yes,14,Credit Card,Every 3 Months,Good
1310,32,Male,Blouse,Clothing,21,Hawaii,L,Lavender,Summer,4.699999809265137,No,Bank Transfer,Store Pickup,Yes,Yes,41,Cash,Quarterly,Very_Good
1311,43,Male,Hoodie,Clothing,59,South Carolina,L,Brown,Winter,3.0999999046325684,No,Credit Card,Store Pickup,Yes,Yes,38,Credit Card,Every 3 Months,Bad
1312,32,Male,Shoes,Footwear,87,Tennessee,M,Maroon,Fall,4.199999809265137,No,Credit Card,Express,Yes,Yes,12,Venmo,Annually,Good
1313,66,Male,T-shirt,Clothing,79,Missouri,M,Violet,Winter,3.0,No,Venmo,Store Pickup,Yes,Yes,19,Bank Transfer,Monthly,Bad
1314,70,Male,Shoes,Footwear,28,Missouri,M,Lavender,Summer,2.5999999046325684,No,Cash,Free Shipping,Yes,Yes,23,Credit Card,Bi-Weekly,Bad
1315,42,Male,Boots,Footwear,67,Missouri,S,Magenta,Summer,3.4000000953674316,No,Venmo,Free Shipping,Yes,Yes,49,Debit Card,Annually,Good
1316,56,Male,Shorts,Clothing,75,Mississippi,L,Green,Spring,4.199999809265137,No,PayPal,2-Day Shipping,Yes,Yes,29,Debit Card,Quarterly,Good
1317,28,Male,Belt,Accessories,32,Arkansas,S,Lavender,Spring,4.599999904632568,No,PayPal,Standard,Yes,Yes,14,Debit Card,Bi-Weekly,Very_Good
1318,28,Male,Pants,Clothing,43,Kentucky,M,Green,Spring,2.799999952316284,No,Credit Card,Free Shipping,Yes,Yes,19,Cash,Monthly,Bad
1319,52,Male,Shorts,Clothing,93,Connecticut,M,Maroon,Spring,2.700000047683716,No,Venmo,Express,Yes,Yes,19,Credit Card,Bi-Weekly,Bad
1320,65,Male,Sunglasses,Accessories,24,Oklahoma,M,Magenta,Spring,4.0,No,Credit Card,Standard,Yes,Yes,48,Bank Transfer,Weekly,Good
1321,56,Male,Hat,Accessories,31,California,XL,Teal,Fall,3.0999999046325684,No,PayPal,Free Shipping,Yes,Yes,19,Debit Card,Annually,Bad
1322,59,Male,T-shirt,Clothing,84,Missouri,L,Orange,Winter,3.700000047683716,No,Credit Card,Express,Yes,Yes,45,Bank Transfer,Every 3 Months,Good
